,book_to_market,market_cap,beta,discr_r
2022-02-28,0.21345339539907524,4889610003.157895,0.7107429950904477,0.047365304914150475
2022-02-28,0.27159809128740425,242343752.90249604,1.2580882169688214,-0.05263154570636985
2022-02-28,0.8619141906981934,38670936.422831,0.9421722515829852,0.18090447236180895
2022-02-28,1.8503432684239156,5730370593.753684,2.1766213370917553,-0.2953138815207782
2022-02-28,1.335080336199702,400121836.0075914,2.491882832403248,-0.2055888540683093
2022-02-28,0.19622053535924186,4764967241.54,1.1263964615273794,-0.03732303732303777
2022-02-28,0.6660823885666753,540151663.1578947,1.346158671905902,0.15451428571428605
2022-02-28,0.12107778255236273,89796032.46968421,0.39241363416520963,-0.15333960489181553
2022-02-28,0.3951460781587636,2518520745.263158,0.8813594995121612,0.09574468085106402
2022-02-28,0.3677693751920062,22587358613.70684,1.185097591255653,0.03570415970133323
2022-02-28,1.7511879375785941,2989544622.345363,0.9764475285732487,-0.030874015256867726
2022-02-28,2.5370259547203386,129520151.10000001,0.8663027699494524,-0.020034843205574915
2022-02-28,1.0956937665730808,7788130097.107612,0.15585604463212457,-0.005206353686954546
2022-02-28,1.022434637413123,164792222.90289998,0.3803379317166159,0.007352919774815447
2022-02-28,0.38698294660578747,2244045004.7162633,1.2319131643195413,0.01530453839154311
2022-02-28,0.7401037158315025,157205614.98552632,1.012781275382647,-0.2076190476190477
2022-02-28,1.3909556457170693,4742983371.03138,1.249632419782172,0.048982601567281625
2022-02-28,0.23167073510874817,18217238703.18405,0.5052975962593266,0.013240319283607915
2022-02-28,1.0565625109743841,526750969.4361895,0.6334391687707706,0.014262040554343214
2022-02-28,0.3192022043512586,426140495.14105266,1.1616658376087923,-0.07483492296404981
2022-02-28,0.31786377328368437,1298179105.2631578,1.5252507354679252,-0.15703444249854093
2022-02-28,0.5795420186515683,2756054732.463158,1.2082820429623669,0.004524925141894176
2022-02-28,0.8371169338073997,61700146.79039473,0.6021393009590924,0.17206971630792478
2022-02-28,0.12957204856888008,76323080919.03159,0.7686445138237894,0.011520407652854558
2022-02-28,1.5146578818884306,12723425.506105263,1.4255427383756827,0.016000000000000014
2022-02-28,0.03436516287855347,404725356.5968421,0.6244482803316963,0.15943877551020424
2022-02-28,1.6340424324259644,29400904.916842103,1.6115804316535307,0.032258064516129004
2022-02-28,0.8846666488345157,22050409469.2,1.1393371905920322,0.030544519467763598
2022-02-28,0.3212659735165307,730516316.43,1.0884092261665723,-0.17758985200845667
2022-02-28,23.114656921586413,16421201.05263158,1.5502467501048685,-0.20999999999999996
2022-02-28,2.0175444214418934,7189137.607326317,1.743728581164893,-0.06091537701679295
2022-02-28,0.2743557741727207,2553219792.793526,1.853288972772368,-0.058858858858858554
2022-02-28,0.45279227072651046,5165844554.1495075,1.1245349884297724,0.07413970784760515
2022-02-28,9.577779347229462e-07,251782899473684.22,0.14381952828031477,0.009495282263915161
2022-02-28,0.4940592065041792,32518264850.6421,0.41313982564809154,0.07267315144558273
2022-02-28,1.1828886977077402,1168329535.4004774,0.995316739484068,-0.15733984217079588
2022-02-28,0.5465711691784001,1026191552.6126316,1.137309376637486,0.015647127032734298
2022-02-28,0.6358083989996105,4880793528.855263,0.6737477406145346,0.011235049511577389
2022-02-28,0.8026716266889291,34141950326.156166,1.163838439852421,-0.09703703956969867
2022-02-28,0.23399894723918088,9501057147.350565,1.005632775863387,0.08296982036177014
2022-02-28,-0.8287186661449404,46335326.315789476,0.4356652821243954,-0.018018018018018056
2022-02-28,1.7250646030655792,30342312.614736844,1.2064756588868002,0.0
2022-02-28,0.5918096452624388,1452173842.1052632,1.0497415825398204,-0.04379562043795626
2022-02-28,0.1629714916930426,269167253.68421054,0.27797489115817575,-0.23931623931623913
2022-02-28,7.608946717912505,1387426873.9689474,1.0765654708716115,-0.20694864048338368
2022-02-28,1.5705196286752676,44173429669.03485,0.17688417359644096,-0.04352696065980666
2022-02-28,0.6543024765694914,131564420.0,1.8550589151045713,0.15812917594654796
2022-02-28,0.14310692186148047,836809998.9473684,0.8494531737239107,-0.1848450057405282
2022-02-28,-0.2657170591156726,15545298503.514427,0.6313706920438537,-0.04935676391553001
2022-02-28,0.9743302144523082,211593716.16546315,0.16821096013594314,-0.0017425089253831905
2022-02-28,0.026478921016506073,3692892790.2689056,1.2403474984354104,-0.1634892888198105
2022-02-28,0.48180417801570086,165566380.13473684,1.375705689308046,-0.13186813186813184
2022-02-28,0.6829497528756378,962359283.9844962,1.1715508601489504,0.05268022180888399
2022-02-28,0.16724540231754773,6621541512.85421,1.1650327097880746,-0.13892908827785833
2022-02-28,0.3074587959716967,428505801.05263156,1.9768613424501797,0.1201325600662797
2022-02-28,0.6358483980443568,1201554502.1052632,1.4778252574483004,-0.24140127388535004
2022-02-28,0.9683815239603932,12075441898.741053,0.7607306747343969,-0.014080754864845946
2022-02-28,0.9009796367729684,31203783605.747364,0.599822801788516,-0.07137804459105235
2022-02-28,0.5728601935870794,457485748.61430407,0.8813615203248214,0.011970649787971688
2022-02-28,0.11281558584546776,8266224351.781311,1.2620461240584735,0.033074618306846215
2022-02-28,0.038501977106703424,9488997350.378948,0.7516664269940648,0.03853188491820303
2022-02-28,4.796271444704664,22107708344.091362,0.6348616711923855,-0.039951519293097926
2022-02-28,0.7551646476483354,23204278834.557526,1.0178374504226904,0.008169543187487083
2022-02-28,0.2613835696213837,3879879356.0214257,0.9172579741135624,0.00036711454014026756
2022-02-28,0.34845391833287015,5826023287.567508,0.1344535529052625,-0.023968613448446807
2022-02-28,0.7485502816390062,22373422008.0,0.40222065053391753,0.010033437804559009
2022-02-28,0.5639168444434196,14023617761.628084,0.30976533785858895,0.030762670741443454
2022-02-28,0.2010658282907347,4593736984.018948,1.7030350130544059,-0.09737292975442602
2022-02-28,0.2489211472422502,2072338545.7894738,1.1421489168658898,0.8819362455726099
2022-02-28,2.1690142544567155,630135691.1623012,0.6413405018215725,-0.18108591441267985
2022-02-28,0.18285741135391242,135144580.8369231,1.1518796965531206,-0.05189340813464238
2022-02-28,0.8920027803154719,25458840.0,0.5467483667965866,-0.11538461538461542
2022-02-28,0.09278803386879408,13458528923.128422,2.0451484007226903,0.3408613886323564
2022-02-28,0.22146222515200517,3204259296.2957892,1.4629646986984357,-0.016189290161892633
